,index,prediction,realValue,accuracy
597,[597],681198.0,[731706],[93.1]
598,[598],718190.0,[719587],[99.81]
599,[599],730026.0,[715887],[98.02]
600,[600],825022.0,[715800],[84.74]
601,[601],767580.0,[716491],[92.87]
602,[602],643018.0,[714136],[90.04]
603,[603],763331.0,[709734],[92.45]
604,[604],657113.0,[696382],[94.36]
605,[605],762110.0,[693874],[90.17]
606,[606],809627.0,[698306],[84.06]
607,[607],692068.0,[710117],[97.46]
608,[608],648298.0,[693836],[93.44]
609,[609],701610.0,[688639],[98.12]
610,[610],811354.0,[696436],[83.5]
611,[611],563475.0,[694539],[81.13]
612,[612],829821.0,[700272],[81.5]
613,[613],710938.0,[689071],[96.83]
614,[614],485431.0,[675255],[71.89]
615,[615],671845.0,[671845],[100.]
616,[616],657727.0,[676155],[97.27]
617,[617],752802.0,[681945],[89.61]
618,[618],719970.0,[680606],[94.22]
619,[619],625607.0,[675966],[92.55]
620,[620],605374.0,[661366],[91.53]
621,[621],653392.0,[672340],[97.18]
622,[622],825655.0,[668977],[76.58]
623,[623],571741.0,[655078],[87.28]
624,[624],670191.0,[651978],[97.21]
625,[625],616823.0,[660172],[93.43]
626,[626],625523.0,[644276],[97.09]
627,[627],778388.0,[654407],[81.05]
628,[628],715757.0,[654386],[90.62]
629,[629],561248.0,[654212],[85.79]
630,[630],646443.0,[653287],[98.95]
631,[631],651575.0,[644717],[98.94]
632,[632],706627.0,[652178],[91.65]
633,[633],625754.0,[640704],[97.67]
634,[634],611496.0,[647305],[94.47]
635,[635],841515.0,[645922],[69.72]
636,[636],759241.0,[646826],[82.62]
637,[637],692028.0,[645151],[92.73]
638,[638],740982.0,[644652],[85.06]
639,[639],570683.0,[634100],[90.]
640,[640],646769.0,[641323],[99.15]
641,[641],566475.0,[635579],[89.13]
642,[642],617305.0,[636631],[96.96]
643,[643],620506.0,[635235],[97.68]
644,[644],669324.0,[635740],[94.72]
