,index,prediction,realValue,accuracy
771,771,777606,470105,34.59
772,772,441518,459955,95.99
773,773,569081,467697,78.32
774,774,347532,471248,73.75
775,775,444777,465599,95.53
776,776,456128,465495,97.99
777,777,486015,470308,96.66
778,778,348086,465039,74.85
779,779,362089,456742,79.28
780,780,346720,458243,75.66
781,781,472442,462176,97.78
782,782,501812,452320,89.06
783,783,1163660,459686,-53.14
784,784,440050,455053,96.7
785,785,425856,451669,94.28
786,786,469676,453116,96.35
787,787,433187,449518,96.37
788,788,295855,450043,65.74
789,789,270847,440372,61.5
790,790,487164,447220,91.07
791,791,622923,438622,57.98
792,792,515004,446780,84.73
793,793,420719,446054,94.32
794,794,504455,445009,86.64
795,795,352252,444456,79.25
796,796,429798,443855,96.83
797,797,422804,438808,96.35
798,798,214125,444327,48.19
799,799,400922,436167,91.92
800,800,466635,433866,92.45
801,801,347118,432072,80.34
802,802,489209,435940,87.78
803,803,486998,435201,88.1
804,804,394589,435090,90.69
805,805,437382,440718,99.24
806,806,442208,431310,97.47
807,807,229134,429933,53.3
808,808,428254,429141,99.79
809,809,412497,430001,95.93
810,810,453569,441208,97.2
811,811,467637,430936,91.48
812,812,219055,427764,51.21
813,813,343518,426706,80.5
814,814,425733,427197,99.66
815,815,441802,419189,94.61
816,816,450627,424090,93.74
817,817,402334,424002,94.89
818,818,444444,424778,95.37
819,819,328513,441337,74.44
820,820,509746,416346,77.57
821,821,431458,414663,95.95
822,822,2080350,414285,-302.15
823,823,426031,415714,97.52
824,824,304409,410644,74.13
825,825,369623,409345,90.3
826,826,165296,411787,40.14
827,827,249054,407448,61.13
828,828,519862,409847,73.16
829,829,431299,398347,91.73
830,830,438052,407253,92.44
831,831,467367,401541,83.61
832,832,415849,395087,94.74
833,833,237114,400333,59.23
834,834,285637,399667,71.47
835,835,349971,390458,89.63
836,836,411975,402876,97.74
837,837,296134,397633,74.47
838,838,339738,398761,85.2
839,839,348520,393019,88.68
840,840,398330,399570,99.69
841,841,421780,397387,93.86
842,842,355398,389871,91.16
843,843,281842,388235,72.6
844,844,271219,387409,70.01
845,845,440709,386072,85.85
846,846,493208,380515,70.38
847,847,269759,385552,69.97
848,848,431024,384789,87.98
849,849,403767,384398,94.96
850,850,384050,383336,99.81
851,851,444804,383582,84.04
852,852,406892,437319,93.04
853,853,411425,381334,92.11
854,854,431553,381483,86.88
855,855,537560,379241,58.25
856,856,297568,371607,80.08
857,857,381315,369394,96.77
858,858,315964,373397,84.62
859,859,243263,368195,66.07
860,860,275579,375096,73.47
861,861,289841,360195,80.47
862,862,355181,364415,97.47
863,863,372685,358453,96.03
864,864,436487,362572,79.61
865,865,313693,354850,88.4
866,866,285507,360781,79.14
867,867,500911,355516,59.1
868,868,285315,359771,79.3
869,869,407235,355757,85.53
870,870,324644,355158,91.41
871,871,376604,357736,94.73
872,872,357472,356415,99.7
873,873,202654,355913,56.94
874,874,416822,355767,82.84
875,875,264442,353517,74.8
876,876,282273,360045,78.4
877,877,395822,375712,94.65
878,878,356039,351276,98.64
879,879,473126,355837,67.04
880,880,272880,350563,77.84
881,881,197681,348991,56.64
882,882,285574,347791,82.11
883,883,379145,347790,90.98
884,884,347381,346483,99.74
885,885,295612,351742,84.04
886,886,323362,345175,93.68
887,887,316535,345759,91.55
888,888,260610,338008,77.1
889,889,273108,341882,79.88
890,890,380459,341634,88.64
891,891,418062,338168,76.37
892,892,547927,331945,34.93
893,893,460715,331827,61.16
894,894,265168,338899,78.24
895,895,482929,339852,57.9
896,896,286501,334323,85.7
897,897,290240,336704,86.2
898,898,259475,333184,77.88
899,899,667866,332643,-0.78
900,900,304642,332180,91.71
901,901,274529,331877,82.72
902,902,410774,331760,76.18
903,903,383501,330725,84.04
904,904,240462,322888,74.47
905,905,333309,329285,98.78
906,906,318125,323707,98.28
907,907,430358,327655,68.65
908,908,194883,327589,59.49
909,909,248345,325016,76.41
910,910,283024,340936,83.01
911,911,385467,323628,80.89
912,912,312181,318852,97.91
913,913,1097763,322206,-140.7
914,914,257899,322664,79.93
915,915,314494,316076,99.5
916,916,280812,321641,87.31
917,917,201076,321602,62.52
918,918,367866,323730,86.37
919,919,325989,319465,97.96
