순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
914,사랑하기 때문에,주지홍,(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),2017-01-04,개봉영화,장편,한국,542,2538169440,324420,코미디,12세이상관람가,상업영화
915,희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",,(주)쇼박스,2017-10-12,개봉영화,장편,한국,781,2515479835,323628,미스터리,15세이상관람가,상업영화
916,정승필 실종사건,강석범,화이트리시네마,,롯데쇼핑㈜롯데엔터테인먼트,2009-10-08,개봉영화,장편,한국,238,2321588076,322459,코미디,15세이상관람가,상업영화
917,옥자,봉준호,"플랜 비 엔터테인먼트,(주)루이스 픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),2017-06-29,개봉영화,장편,미국,111,2432883900,321550,어드벤처,12세이상관람가,상업영화
918,블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,개봉영화,장편,미국,664,2760845365,321018,SF,15세이상관람가,상업영화
919,어글리 트루스,로버트 루게틱,레이크쇼어 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-17,개봉영화,장편,미국,185,2471953101,320997,코미디,청소년관람불가,상업영화
920,극적인 하룻밤,하기호,"(주)연우무대,(주)인사이드픽쳐스",,CGV아트하우스,2015-12-03,개봉영화,장편,한국,434,2610929429,320923,멜로/로맨스,청소년관람불가,상업영화
921,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",유야마 쿠니히코,,(주)포켓몬코리아,씨제이이앤엠(주),2014-01-09,개봉영화,장편,일본,406,2080468500,320409,애니메이션,전체관람가,상업영화
922,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-12-07,개봉영화,장편,미국,538,2415830200,320353,애니메이션,전체관람가,상업영화
923,뮨: 달의 요정,"알렉상드르 헤보얀,베노이트 필립폰",,(주)스마일이엔티,씨네그루(주)다우기술,2015-09-24,개봉영화,장편,프랑스,365,2331900700,319072,애니메이션,전체관람가,다양성영화
924,빅풋 주니어,"제레미 드그루손,벤 스타센",,"(주)퍼스트런,유니콘미디어(주)",(주)이수C&E,2017-08-09,개봉영화,장편,벨기에,437,2245548900,318737,애니메이션,전체관람가,다양성영화
925,검우강호,오우삼,베이징,(주)포커스엔터테인먼트,(주)에스비에스콘텐츠허브,2010-10-14,개봉영화,장편,홍콩,343,2281559914,318157,액션,15세이상관람가,상업영화
926,도리화가,이종필,"(주)영화사 담담,(주)어바웃필름",,씨제이이앤엠(주),2015-11-25,개봉영화,장편,한국,563,2246950339,317505,사극,12세이상관람가,상업영화
927,세상에서 가장 아름다운 이별,민규동,(주)수필름,,(주)넥스트엔터테인먼트월드(NEW),2011-04-20,개봉영화,장편,한국,340,2295897500,316788,드라마,15세이상관람가,상업영화
928,레드카펫,박범수,"씨네주(유),(주)누리픽쳐스",,(주)프레인글로벌,2014-10-23,개봉영화,장편,한국,385,2404458580,316780,멜로/로맨스,15세이상관람가,상업영화
929,퍼펙트 겟어웨이,데이빗 토히,데이비스 엔터테인먼트 필름웍스,영화사이슈,(주)시너지하우스 (시너지),2009-08-20,개봉영화,장편,미국,226,2343962833,315888,스릴러,15세이상관람가,상업영화
930,P.S. 아이 러브 유,리차드 라그라브네스,,(주)쇼박스,(주)쇼박스,2008-01-03,개봉영화,장편,미국,196,2119345000,315863,멜로/로맨스,15세이상관람가,상업영화
931,극장판 도라에몽:진구의 마계대모험 7인의 마법사,테라모토 유키요,,대원미디어(주),대원미디어(주),2008-07-17,개봉영화,장편,일본,83,1903393500,315809,애니메이션,전체관람가,상업영화
932,미녀와 야수,크리스토프 갱스,,(주)영화사선,(주)넥스트엔터테인먼트월드(NEW),2014-06-18,개봉영화,장편,프랑스,387,2385847300,315348,판타지,전체관람가,상업영화
933,캐롤,토드 헤인즈,,주식회사 더쿱,CGV아트하우스,2016-02-04,개봉영화,장편,미국,221,2608608616,315321,드라마,청소년관람불가,다양성영화
934,차이니즈 조디악,성룡,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2013-02-27,개봉영화,장편,중국,300,2211711500,315305,액션,12세이상관람가,상업영화
935,마이 블랙 미니드레스,허인무,(주)토리픽쳐스,,씨제이이앤엠(주),2011-03-24,개봉영화,장편,한국,325,2318884500,313953,드라마,15세이상관람가,상업영화
936,엘라의 모험 : 해피엔딩의 위기,폴 J. 볼거,,㈜메가박스,(주)쇼박스,2008-01-24,개봉영화,장편,독일,191,1791623000,312640,애니메이션,전체관람가,상업영화
937,CJ7:장강7호,주성치,,㈜코리아스크린,㈜스튜디오이쩜영,2008-08-21,개봉영화,장편,홍콩,234,1955693500,312576,SF,전체관람가,상업영화
938,비행기 2: 소방구조대,로버츠 개너웨이,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-13,개봉영화,장편,미국,341,2246970700,311456,애니메이션,전체관람가,상업영화
939,쇼퍼홀릭,P.J. 호건,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-03-26,개봉영화,장편,미국,180,2103939884,311274,코미디,12세이상관람가,상업영화
940,게이머,"브라이언 테일러,마크 네빌딘",라이온스 게이트 필름즈,영화사이슈,(주)시너지하우스 (시너지),2009-10-01,개봉영화,장편,미국,262,2380275031,310548,액션,청소년관람불가,상업영화
941,주피터 어센딩,"라나 워쇼스키,앤디 워쇼스키",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-02-05,개봉영화,장편,미국,561,2685741879,309729,SF,12세이상관람가,상업영화
942,위대한 소원,남대중,주식회사 브레인샤워,,(주)넥스트엔터테인먼트월드(NEW),2016-04-21,개봉영화,장편,한국,524,2438260213,308180,코미디,15세이상관람가,상업영화
943,주온-원혼의 부활,"아사토 마리,미야케 류타",토에이 비디오 컴퍼니,(주)케이앤엔터테인먼트,(주)쇼박스,2009-07-09,개봉영화,장편,일본,145,2133345728,308057,공포(호러),15세이상관람가,상업영화
944,가디언의 전설,잭 스나이더,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-10-28,개봉영화,장편,미국,268,2655721096,307217,애니메이션,전체관람가,상업영화
945,빌리와 용감한 녀석들 2 ,닉힐 아드바니,,㈜코리아스크린,(주)에스비에스콘텐츠허브,2013-02-21,개봉영화,장편,인도,289,2006325000,306837,애니메이션,전체관람가,상업영화
946,개를 훔치는 완벽한 방법,김성호,(주)삼거리픽쳐스,,"(주)리틀빅픽쳐스,(주)대명문화공장",2014-12-31,개봉영화,장편,한국,205,2327822465,306119,드라마,전체관람가,다양성영화
947,패딩턴,폴 킹,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-01-07,개봉영화,장편,영국,408,2246424729,305100,코미디,전체관람가,상업영화
948,색즉시공 시즌2,윤태윤,(주)두사부필름,,씨제이엔터테인먼트,2007-12-12,개봉영화,장편,한국,0,N/A,301015,코미디,청소년관람불가,상업영화
949,포켓몬 더 무비 XY 후파: 광륜의 초마신,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2015-12-23,개봉영화,장편,일본,360,2156275800,300477,애니메이션,전체관람가,상업영화
950,빌리와 용감한 녀석들 3D,"라인하드 클루스,호거 태프",,㈜코리아스크린,(주)에스비에스콘텐츠허브,2012-08-08,개봉영화,장편,독일,241,1961238000,299434,애니메이션,전체관람가,상업영화
951,프랑켄슈타인: 불멸의 영웅,스튜어트 베티,,(주)다세포클럽,(주)쇼박스,2014-02-06,개봉영화,장편,미국,378,2174134123,298983,액션,12세이상관람가,상업영화
952,덕구,방수인,"(주)영화사두둥,(주)곰픽쳐스",,메가박스(주)플러스엠,2018-04-05,개봉영화,장편,한국,544,2273200900,298436,드라마,전체관람가,상업영화
953,오즈의 마법사: 돌아온 도로시,"윌 핀,댄 세인트 피에르",,㈜코리아스크린,(주)박수엔터테인먼트,2015-02-12,개봉영화,장편,미국,330,2175321000,298298,애니메이션,전체관람가,다양성영화
954,위험한 관계,허진호,,데이지엔터테인먼트,씨제이이앤엠(주),2012-10-11,개봉영화,장편,중국,334,2122666230,298086,멜로/로맨스,청소년관람불가,상업영화
955,스포트라이트,토마스 맥카시,,주식회사 더쿱,(주)팝엔터테인먼트,2016-02-24,개봉영화,장편,미국,320,2390611755,297944,드라마,15세이상관람가,상업영화
956,구스범스,롭 레터맨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-01-14,개봉영화,장편,미국,515,2221639712,297356,액션,12세이상관람가,상업영화
957,로렉스,"크리스 리노드,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,개봉영화,장편,미국,463,2140045000,297025,애니메이션,전체관람가,상업영화
958,모모와 다락방의 수상한 요괴들,오키우라 히로유키,프로덕션 I.G.,타임스토리그룹(주),타임스토리그룹(주),2012-07-05,개봉영화,장편,일본,253,1957612000,295189,애니메이션,전체관람가,상업영화
959,포인트 브레이크,에릭슨 코어,,(주)나이너스엔터테인먼트,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016-01-07,개봉영화,장편,미국,409,2323707051,294320,범죄,15세이상관람가,상업영화
960,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,유야마 쿠니히코,,(주)포켓몬코리아,씨제이이앤엠(주),2011-12-22,개봉영화,장편,일본,226,1997384500,293787,애니메이션,전체관람가,상업영화
961,이스케이프 플랜,미카엘 하프스트롬,,판씨네마(주),판씨네마(주),2013-12-05,개봉영화,장편,미국,287,2105280679,292655,액션,청소년관람불가,상업영화
962,베스트 키드,해럴드 즈워트,콜럼비아 픽쳐스 필름 프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-06-10,개봉영화,장편,미국,259,2066507505,292529,가족,12세이상관람가,상업영화
963,"러브, 로지",크리스티안 디터,,우성엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2014-12-10,개봉영화,장편,영국,379,2225917646,292430,코미디,15세이상관람가,상업영화
964,더 그레이,조 카나한,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-02-16,개봉영화,장편,미국,298,2198959500,292217,액션,15세이상관람가,상업영화
965,에이리언 VS 프레데터2 ,"콜린 스트라우스,그레그 스트라우스",,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2008-01-17,개봉영화,장편,미국,158,1869409000,291685,SF,15세이상관람가,상업영화
966,호우시절,허진호,판씨네마(주),,(주)넥스트엔터테인먼트월드(NEW),2009-10-08,개봉영화,장편,한국,334,2165019514,291143,멜로/로맨스,15세이상관람가,상업영화
967,미드나잇 미트 트레인,기타무라 류헤이,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-08-21,개봉영화,장편,미국,191,1965440000,290334,공포(호러),청소년관람불가,상업영화
968,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-02-04,개봉영화,장편,미국,380,2101036200,289645,애니메이션,전체관람가,상업영화
969,런 올 나이트,자움 콜렛 세라,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-03-19,개봉영화,장편,미국,411,2293671495,289534,액션,청소년관람불가,상업영화
970,파이널 데스티네이션 4,데이빗 엘리슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2009-10-01,개봉영화,장편,미국,216,2309480475,289117,공포(호러),청소년관람불가,상업영화
971,혼숨,이두환,(주)무비스퀘어,,(주)프레인글로벌,2016-10-26,개봉영화,장편,한국,498,2258422445,288016,공포(호러),15세이상관람가,상업영화
972,1724 기방난동사건,여균동,(주)싸이더스,,(주)싸이더스,2008-12-03,개봉영화,장편,한국,337,1886195121,286657,사극,15세이상관람가,상업영화
973,커뮤터,자움 콜렛 세라,,(주)미디어로그,메가박스(주)플러스엠,2018-01-24,개봉영화,장편,영국,575,2286350955,285990,액션,15세이상관람가,상업영화
974,88분,존 애브넛,,쌈지아이비젼영상사업단,(주)프라임엔터테인먼트,2008-05-29,개봉영화,장편,미국,199,1863411167,284619,드라마,15세이상관람가,상업영화
975,버킷 리스트:죽기전에 꼭 하고싶은것들,롭 라이너,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2008-04-09,개봉영화,장편,미국,56,1854707334,284360,코미디,12세이상관람가,다양성영화
976,네버엔딩 스토리,정용주,아일랜드픽처스(주),,(주)화앤담이엔티,2012-01-18,개봉영화,장편,한국,269,2106823000,283449,코미디,15세이상관람가,상업영화
977,다이노 타임,"최윤석,존 카프카",주식회사 토이온,,씨제이이앤엠(주),2015-04-30,개봉영화,장편,한국,430,2099683100,283300,애니메이션,전체관람가,상업영화
978,인서전트,로베르트 슈벤트케,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-03-25,개봉영화,장편,미국,480,2158449889,282662,SF,15세이상관람가,상업영화
979,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2016-12-22,개봉영화,장편,일본,480,2147083300,282419,애니메이션,전체관람가,상업영화
980,프레데터스,님로드 안탈,투엔티쓰 센츄리-폭스 필름 코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-08-26,개봉영화,장편,미국,230,2025850507,281642,액션,15세이상관람가,상업영화
