,movieCd,director_score,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,previous_show,previous_audience,final_audience
1005,20149970,0.768822179,6.91932442,14.26704247,3.082678504,3.055823874,2.090950987,5.272618098,1.887070148,1.046695367,7.355863867,0.0700117544,0.184210783,0.0809506991,0.140843159,265697
1006,20152871,1.383879922,6.425086962,14.26704247,4.624017756,4.074431833,4.809187271,7.908927147,3.208019252,1.237003616,7.40884728,0.225656547,0.520871869,0.207436167,0.227562869,266493
1007,20126306,0.768822179,5.930849503,14.26704247,4.624017756,7.639559686,5.018282369,5.71200294,5.283796415,1.395593823,7.453000124,0.391952215,0.0571688637,0.0227673841,0.0875462964,260405
1008,20179187,0.768822179,7.413561879,15.21817864,5.857089158,2.801171885,2.718236283,7.030157464,1.887070148,1.014977326,8.071139945,0.761892621,0.165154495,0.0784209898,0.282117581,260514
1009,20176947,0.768822179,8.402036796,15.21817864,4.624017756,3.310475864,2.718236283,5.272618098,3.962847311,1.030836346,8.309565304,0.30575113,0.241379647,0.0986586646,0.160106219,259957
1010,20081623,1.153233268,6.425086962,14.26704247,4.624017756,4.074431833,2.718236283,7.030157464,3.208019252,1.046695367,3.629363805,0.201372551,0.0127041919,0.0050594187,0.0155613901,258067
1011,20143510,0.768822179,6.91932442,14.26704247,5.857089158,4.074431833,2.718236283,5.71200294,1.887070148,1.11013145,5.095238237,0.29978664,0.254083839,0.108777502,0.329843969,257990
1012,20155761,0.768822179,6.425086962,14.26704247,3.082678504,3.055823874,2.718236283,7.908927147,3.962847311,1.062554388,7.294049885,0.0555265638,0.107985631,0.0430050589,0.0576813653,257381
1013,20112050,1.537644358,6.91932442,13.31590631,4.624017756,3.310475864,2.718236283,5.71200294,3.774140296,1.062554388,5.757530902,0.120993945,1.035391643,1.649370495,0.371999883,257193
1014,20101378,0.768822179,8.402036796,13.31590631,4.624017756,4.074431833,4.809187271,7.030157464,3.019312237,1.11013145,7.258727609,0.209893251,0.0889293435,0.0354159309,0.11069072,272496
1015,20149948,0.768822179,7.413561879,14.26704247,4.624017756,5.34769178,4.809187271,7.030157464,2.641898208,1.11013145,7.338202729,0.238579609,0.00635209597,0.00252970935,0.0117159658,256801
1016,20111757,2.306466536,7.413561879,13.31590631,4.624017756,5.34769178,2.718236283,7.030157464,3.962847311,1.157708512,5.024593686,0.133917007,0.0127041919,0.0050594187,0.0148785578,256346
1017,20123384,0.768822179,6.425086962,15.21817864,5.857089158,3.310475864,2.718236283,7.030157464,1.887070148,0.951541243,6.075431381,0.247810368,0.158802399,0.065772443,0.23025826,252475
1018,20140458,0.768822179,6.425086962,14.26704247,4.624017756,5.34769178,2.718236283,7.030157464,3.019312237,1.141849491,6.596434944,0.143147766,0.0635209597,0.0252970935,0.0842758888,252444
1019,20090434,2.306466536,7.413561879,13.31590631,5.857089158,3.310475864,2.718236283,7.030157464,5.0950894,1.490747947,6.984979974,0.318674192,0.0444646718,0.0177079654,0.0617064823,248291
1020,20140704,0.768822179,7.413561879,14.26704247,5.857089158,4.074431833,2.718236283,5.71200294,3.962847311,1.268721657,5.739869764,0.537088144,0.0952814395,0.0556536057,0.110223519,250861
1021,20071060,0.999468832,7.413561879,14.26704247,5.857089158,3.310475864,2.718236283,7.030157464,3.019312237,1.157708512,5.22769677,0.0765442913,0.209619167,0.0935992459,0.208407624,248813
1022,20080874,0.768822179,9.884749172,14.26704247,4.624017756,3.310475864,2.090950987,7.030157464,1.887070148,1.030836346,4.44177614,0.225372524,0,0,0,248807
